brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,gpu_brand,gpu_type,display_size,resolution_width,resolution_height
lenovo,Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),188244,64,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,14.0,1920,1080
lenovo,Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),219086,67,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),179246,66,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Pavilion Plus 14-eh1022TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),259023,69,intel,core i5,12,16,SSD,512,NONE,intel,integrated,14.0,2240,1400
acer,Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),102222,59,intel,core i3,2,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),190534,67,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Zbook Power G4-A 2023 ZHAN 99 Laptop (AMD Ryzen 5 6600H/ 16GB/ 1TB 512GB SSD/ Win11/ 4GB Graph),384143,71,amd,ryzen 5,6,16,HDD,1024,SSD,nvidia,dedicated,15.6,1920,1080
dell,Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB SSD/ Win11),138802,53,amd,ryzen 5,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
hp,HP Envy 15-fe0030TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),365166,69,intel,core i7,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),149366,58,amd,ryzen 5,4,8,SSD,512,NONE,amd,integrated,14.0,1920,1080
hp,HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),159326,53,intel,core i3,6,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP 14-hr0000AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),175926,60,amd,ryzen 5,4,16,SSD,512,NONE,amd,integrated,14.0,1920,1080
hp,HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),385086,70,intel,core i7,10,16,SSD,1024,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook 16X 2023 K3605ZF-MBN544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),277548,72,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,16.0,1920,1200
asus,Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),464766,83,amd,ryzen 9,8,16,SSD,1024,NONE,nvidia,dedicated,14.0,2560,1600
dell,Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),292126,56,intel,core i7,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),195846,71,intel,core i5,6,8,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),165966,64,amd,ryzen 7,8,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),200826,67,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo IdeaPad 3 15ITL05 81X800N2IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),117826,59,intel,core i3,2,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),239006,70,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
dell,Dell Inspiron 7420 2in1 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),300426,67,intel,core i7,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1200
hp,HP 14-em0026AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),149366,58,amd,ryzen 5,4,8,SSD,512,NONE,amd,integrated,14.0,1920,1080
msi,MSI Cyborg 15 A12VF-049IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),371806,78,intel,core i7,10,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo ThinkPad E14 Gen 4 21E3S06Q00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),151060,57,intel,core i3,6,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
dell,Dell Vostro 5620 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),136086,58,intel,core i3,6,8,SSD,512,NONE,intel,integrated,16.0,1920,1080
dell,Dell Vostro 3525 D560926WIN9B Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),145050,52,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo ThinkPad E14 Gen 4 21E3S06D00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),165996,62,intel,core i3,6,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
lenovo,Lenovo Thinkpad E14 21E3S06300 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),219780,62,intel,core i5,10,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
acer,Acer Aspire 3 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),99533,50,intel,core i3,8,8,SSD,256,NONE,intel,integrated,15.6,1920,1080
dell,Dell Inspiron 16 5635 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),185886,60,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,16.0,1920,1200
acer,Acer Aspire 3 NX.KDESI.008 Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),97906,57,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad Slim 3 82XQ008EIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),111186,57,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
hp,HP Pavilion 14-dv1043TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),178280,62,intel,core i5,4,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
acer,Acer Aspire 5 A515-58M 2023 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),142726,50,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI Bravo 15 C7UCXK-094IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),192526,67,amd,ryzen 5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),182566,65,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
dell,Dell Latitude 3420 GD723YX17 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),159326,60,intel,core i5,4,8,SSD,512,NONE,intel,integrated,14.0,1366,768
msi,MSI Bravo 15 C7VFK-087IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),348566,78,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Bravo 15 C7UDXK-093IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),248966,69,amd,ryzen 5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Bravo 15 C7VEK-088IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),315366,77,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer One 14 Z8-415 2023 Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),136086,60,intel,core i5,4,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
msi,MSI Thin GF63 11UCX-1471IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),169286,66,intel,core i5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),159293,59,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI Bravo 17 C7VEK-035IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),315366,77,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,17.3,1920,1080
msi,MSI Bravo 15 C7VEK-089IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),282166,75,amd,ryzen 5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),129446,63,intel,core i3,6,8,SSD,512,NONE,amd,integrated,15.6,1366,768
dell,Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),264570,70,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,16.0,1920,1080
msi,MSI Modern 14 C12M-670IN Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home) Price,202486,63,intel,core i7,10,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
msi,MSI Thin GF63 11UC-1475IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),172606,70,intel,core i5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
dell,Dell XPS 9530 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),927906,88,intel,core i7,14,32,SSD,1024,NONE,nvidia,dedicated,15.6,3456,2160
dell,Dell XPS 13 Plus 9320 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11),670606,82,intel,core i7,12,32,SSD,1024,NONE,intel,integrated,13.4,3840,2400
lenovo,Lenovo Thinkpad E14 G4 21E3006UIG Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),222440,63,intel,core i5,10,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
lenovo,Lenovo Thinkpad E14 G4 21E3S02M00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),415000,75,intel,core i7,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
lg,LG UltraPC 16 16U70R-G.AH76A2 Laptop (AMD Ryzen7-7730U/ 16GB/ 512GB SSD/ Win11),298132,75,amd,ryzen 7,8,16,SSD,512,NONE,amd,integrated,16.0,1920,1200
lg,LG Gram Style 14 14Z90RS-G.CH74A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),501316,72,intel,core i7,12,16,SSD,512,NONE,intel,integrated,14.0,2880,1800
hp,HP Zbook Power G4-A Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),435969,72,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo Thinkbook 14 Gen 4 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Pro),250656,62,intel,core i5,10,16,SSD,1024,NONE,intel,integrated,14.0,1920,1080
axl,AXL Vayu Book LAP02 Laptop (Celeron N4020/ 4GB/ 256GB SSD / Win11 Home),59726,38,intel,celeron,2,4,SSD,256,NONE,intel,integrated,15.6,1920,1080
msi,MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),175926,65,amd,ryzen 7,8,16,SSD,512,NONE,amd,integrated,14.0,1920,1080
axl,AXL Vayu Book LAP01 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),49766,37,intel,celeron,2,4,SSD,128,NONE,intel,integrated,14.1,1920,1080
dell,Dell Inspiron 3525 D560927WIN9S Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),135754,54,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo ThinkBook 15 G3 ACL 21A4A08UIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB SSD/ DOS),136086,57,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
asus,Asus Vivobook 14X 90NB11H2-M004D0 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),232366,69,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,14.0,1920,1200
lenovo,Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),156006,57,intel,core i5,10,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7- 7730U/ 16GB/ 512GB SSD/ Win11 Home),216132,66,amd,ryzen 7,8,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo ThinkBook 15 G3 ACL 21A4A08VIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB SSD/ Win11 Home),126727,59,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
asus,Asus Vivobook Pro 15 M6500QF-HN741WS  Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),215766,64,amd,ryzen 7,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
dell,Dell Alienware x14 R2 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),682226,72,intel,core i7,10,16,SSD,1024,NONE,nvidia,dedicated,14.0,2560,1600
asus,Asus Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),316396,66,intel,core i5,12,16,SSD,1024,NONE,intel,integrated,15.6,2880,1620
asus,Asus VivoBook 15 X515EA-EJ328WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),116475,53,intel,core i3,2,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
acer,Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),182566,69,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),92926,54,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),245348,64,intel,core i5,4,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
lenovo,Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),116166,53,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),116166,54,intel,core i3,6,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
lenovo,Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),155708,56,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),99566,59,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),154346,57,intel,core i5,10,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
dell,Dell Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),315068,71,intel,core i7,12,16,SSD,512,NONE,intel,integrated,16.0,2560,1600
lenovo,Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),172975,66,intel,core i7,4,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),194216,71,intel,core i5,6,8,SSD,512,NONE,nvidia,dedicated,16.1,1920,1080
lenovo,Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),248631,64,intel,core i7,4,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
dell,Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),205806,56,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),95450,49,amd,other,2,8,SSD,512,NONE,amd,integrated,15.6,1366,768
dell,Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),524526,78,intel,core i7,14,16,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
dell,Dell 2023 G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),552746,82,intel,core i7,14,32,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
dell,Dell Inspiron 7430 IC7430FD64T001ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),330306,59,intel,core i7,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1200
dell,Dell Inspiron 7430 IC7430VVR8C001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),265666,58,intel,core i5,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1200
hp,HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),93643,50,intel,pentium,4,8,SSD,512,NONE,intel,integrated,14.0,1366,768
dell,Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),142726,57,intel,core i3,5,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
infinix,Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),129446,58,intel,core i5,4,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
dell,Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),295413,56,intel,core i7,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
dell,Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),239006,52,intel,core i5,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
dell,Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),245646,57,intel,core i5,10,8,SSD,512,NONE,intel,integrated,14.0,1920,1200
asus,Asus Vivobook Go 15 E510MA-EJ011WS Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),92926,45,intel,celeron,2,8,SSD,256,NONE,intel,integrated,15.6,1920,1080
hp,HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),245646,67,amd,ryzen 7,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Vivobook 15 X515EA-EJ542WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),164306,58,intel,core i5,4,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
dell,Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),205806,56,intel,core i5,10,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),152384,63,amd,ryzen 7,8,8,SSD,512,NONE,amd,integrated,14.0,1920,1080
hp,HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),227383,65,intel,core i7,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Victus 15-fb0133AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),210202,67,amd,ryzen 5,6,16,SSD,512,NONE,amd,dedicated,15.6,1920,1080
asus,Asus Vivobook 16 2023 M1605YA-MB521WS Laptop (Ryzen 5 7530U / 8GB/ 512GB SSD/ Win11 Home),162646,63,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,16.0,1920,1200
lenovo,Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),104546,50,intel,core i3,6,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP 14-ep0068TU Laptop (Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),129446,47,intel,core i3,8,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP Victus 15-fb0136AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),215766,66,amd,ryzen 5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer One 14 Z2-493 Business Laptop (AMD Ryzen 5 / 8GB/ 512GB SSD/ Win11),109194,56,amd,ryzen 5,4,8,SSD,512,NONE,amd,integrated,14.0,1366,768
msi,MSI Katana 15 B12UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),305406,75,intel,core i7,10,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Katana 15 B12UDXK-1019IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),292126,75,intel,core i5,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer One 14 Business Z2-493 Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),96276,53,amd,ryzen 3,2,8,SSD,512,NONE,amd,integrated,14.0,1366,768
hp,HP 15s-fq3071TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),97906,50,intel,celeron,2,8,SSD,512,NONE,intel,integrated,15.0,1366,768
hp,HP Victus 15-fb0135AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),205806,64,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop (Ryzen 7 5800HS / 16GB/ 1TB SSD/ Win11 Home),255606,64,amd,ryzen 7,8,16,SSD,1024,NONE,amd,integrated,14.0,2880,1800
dell,Dell G15-5530 Gaming 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph),495642,76,intel,core i7,14,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),132766,51,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),250769,66,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
dell,DELL Inspiron 3530 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),142760,52,intel,core i3,8,8,SSD,256,NONE,intel,integrated,15.6,1920,1080
dell,Dell G16-7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),624126,79,intel,core i9,24,16,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
dell,Dell G15-5530 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),365166,73,intel,core i7,14,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
dell,Dell G15-5530 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),431566,75,intel,core i7,14,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
dell,Dell G15-5530 GN553064GRM002ORB1 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),270254,69,intel,core i5,10,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer Aspire Vero AV14-52P NX.KJTSI.002 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),165966,50,intel,core i3,6,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
acer,Acer Aspire Vero AV14-52P NX.KJSSI.002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),193453,59,intel,core i5,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
acer,Acer Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),187546,52,intel,core i5,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
acer,Acer Aspire 5 A515-58M NX.KHFSI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),185588,50,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Pavilion x360 14-ek1020TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11),305672,71,intel,core i7,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
