brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,gpu_brand,gpu_type,display_size,resolution_width,resolution_height
dell,Dell G15-5520 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),229046,74,intel,core i5,12,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),320011,79,amd,ryzen 9,8,16,SSD,1024,NONE,nvidia,dedicated,13.4,1920,1200
asus,Asus VivoBook 15 X515EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),146046,60,intel,core i5,4,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad Gaming 3 82K10198IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),151561,67,intel,core i5,4,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Vivobook 16X 2022 M1603QA-MB511WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),175926,65,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,16.0,1920,1200
acer,Acer TravelMate TMP214-53 Business Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),129446,64,intel,core i5,4,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),111186,56,intel,core i3,2,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ macOS),365166,43,apple,m2,8,8,SSD,256,NONE,apple,apple,13.3,2560,1600
asus,Asus Vivobook S15 OLED K3502ZA-L701WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),242326,70,intel,core i7,14,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),134456,60,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
hp,HP Spectre x360 16-aa0665TU Laptop (Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home),671768,82,intel,core ultra 7,16,32,SSD,2048,NONE,intel,dedicated,16.0,2880,1800
lenovo,Lenovo V15 G4 82YU00W9IN Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),119486,60,amd,ryzen 5,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad Slim 3 82H803HQIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),149366,64,intel,core i5,4,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
dell,Dell 5530 G15 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),492986,78,intel,core i9,24,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),550788,76,intel,core ultra 7,16,32,SSD,1024,NONE,intel,dedicated,14.0,2880,1800
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),962468,63,apple,m3,12,36,SSD,512,NONE,apple,apple,16.2,3456,2234
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),1161668,64,apple,m3,14,36,SSD,1024,NONE,apple,apple,16.2,3456,2234
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),829668,58,apple,m3,12,8,SSD,512,NONE,apple,apple,16.2,3456,2234
apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),663668,56,apple,m3,11,8,SSD,512,NONE,apple,apple,14.2,3024,1964
lenovo,Lenovo Legion Pro 5 16IRX8 82WK00MWIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),507926,77,intel,core i7,16,16,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
dell,Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),126126,59,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),202486,64,intel,core i5,8,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),169316,58,amd,ryzen 7,8,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
dell,Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),219086,53,intel,core i5,10,16,SSD,1024,NONE,intel,integrated,15.6,1920,1080
acer,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),109526,54,amd,ryzen 5,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
asus,Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),159326,62,intel,core i3,6,16,SSD,512,NONE,intel,integrated,16.0,1920,1200
lenovo,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),438870,83,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
ultimus,Ultimus Lite NU14U4INC44BN-CS Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),49766,45,intel,celeron,2,4,SSD,256,NONE,intel,integrated,14.1,1366,768
zebronics,Zebronics Pro Series Z ZEB-NBC 3S 2023 Laptop (12th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),112846,65,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),550788,76,intel,core ultra 7,16,32,SSD,1024,NONE,intel,dedicated,14.0,2880,1800
hp,HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),131804,59,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
zebronics,Zebronics Pro Series Y ZEB-NBC 2S Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),109526,63,intel,core i5,4,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
zebronics,Zebronics ZEB-NBC 5S 2023 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Home),175926,72,intel,core i7,10,16,SSD,1024,NONE,intel,integrated,15.6,1920,1080
zebronics,Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),99566,56,intel,core i3,4,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Pavilion 14-dv2153TU Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),228117,67,intel,core i5,10,16,SSD,1024,NONE,intel,integrated,14.0,1920,1080
lenovo,Lenovo IdeaPad Gaming 3 82SB00V2IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),204883,60,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus ROG Strix G15 G513RC-HN251WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),305406,71,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),202486,66,intel,core i5,8,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
chuwi,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),109526,50,intel,core i3,6,12,SSD,512,NONE,intel,integrated,13.5,2256,1504
acer,Acer Swift Go NXKPZSI002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),242326,64,intel,core i5,12,16,SSD,512,NONE,intel,integrated,14.0,2880,1800
hp,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),79676,49,amd,ryzen 3,2,8,SSD,512,NONE,amd,integrated,15.6,1366,768
gigabyte,Gigabyte G5 MF-F2IN313SH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),239006,67,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),282166,69,intel,core i5,12,16,SSD,512,NONE,intel,integrated,14.0,3840,2400
asus,Asus Chromebook CX1500CKA-EJ0241 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),59726,35,intel,celeron,2,4,SSD,64,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),85622,50,intel,celeron,2,8,SSD,256,NONE,intel,integrated,15.6,1366,768
hp,HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11),106236,56,amd,ryzen 5,6,8,SSD,256,NONE,amd,integrated,15.6,1920,1080
acer,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),597566,78,intel,core i9,24,16,SSD,1024,NONE,nvidia,dedicated,16.0,1920,1200
asus,Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),242326,71,intel,core i7,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),308096,76,intel,core i7,10,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo IdeaPad 3 82KU024JIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),162646,64,amd,ryzen 7,8,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
msi,MSI Modern 14 C12M-459IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),182566,60,intel,core i7,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
wings,Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),132766,58,intel,core i7,4,16,SSD,512,NONE,intel,integrated,14.0,1080,1920
wings,Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),82966,49,intel,core i3,4,8,SSD,256,NONE,intel,integrated,15.6,1080,1920
msi,MSI Thin GF63 11UCX-1492IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),205806,73,intel,core i5,6,16,HDD,1024,SSD,nvidia,dedicated,15.6,1920,1080
infinix,Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),129446,56,intel,core i5,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),242356,63,intel,core i5,10,16,SSD,1024,NONE,intel,integrated,15.6,1920,1080
msi,MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),175926,65,intel,core i5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Thin GF63 11UC-1490IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),209126,73,intel,core i5,6,16,HDD,1024,SSD,nvidia,dedicated,15.6,1920,1080
hp,HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),289138,76,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,16.1,1920,1080
lenovo,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),234358,62,intel,core i5,12,16,SSD,512,NONE,intel,integrated,16.0,1920,1200
lenovo,Lenovo LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),222406,69,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),381766,63,intel,core i7,10,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),331966,67,intel,core i7,10,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP 240 G8 689U2PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),116166,63,intel,core i3,2,8,SSD,512,NONE,intel,integrated,14.0,1366,768
hp,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),214140,75,intel,core i5,6,16,SSD,512,NONE,nvidia,dedicated,16.1,1920,1080
hp,HP Omen 16-wf1026TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),585976,85,intel,core i7,20,16,SSD,1024,NONE,nvidia,dedicated,16.1,2560,1440
jio,Jio JioBook NB1112MM BLU 2023 Netbook Laptop (Octa Core/ 4GB/ 64GB eMMC/ JioOS),48807,24,other,other,8,4,HDD,64,NONE,arm,integrated,11.6,1366,768
asus,Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),248966,65,intel,core i5,12,16,SSD,512,NONE,intel,integrated,14.0,2880,1800
asus,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),348566,76,intel,core i7,10,16,SSD,512,NONE,nvidia,dedicated,16.0,1920,1200
hp,HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),315366,70,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,16.1,2560,1440
dell,Dell G15-5520 2023 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),257266,73,intel,core i5,12,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
chuwi,Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),82966,50,intel,core i3,2,8,SSD,512,NONE,intel,integrated,14.0,1920,1200
msi,MSI Modern 14 C11M-029IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),132766,62,intel,core i5,4,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),185886,63,amd,ryzen 7,8,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
infinix,Infinix Zerobook ZL513 2023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),162646,57,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
dell,Dell Inspiron 3525 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),130276,63,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
asus,Asus Vivobook 16X 2023 K3605ZU-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),298999,77,intel,core i7,10,16,SSD,512,NONE,nvidia,dedicated,16.0,1920,1200
asus,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),284856,76,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Vivobook 16X 2023 K3605ZF-MBN524WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),192526,70,intel,core i5,8,8,SSD,512,NONE,nvidia,dedicated,16.0,1920,1200
asus,Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),202486,66,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),242426,66,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),179246,65,intel,core i7,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
msi,MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),189206,72,intel,core i5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),109493,53,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),122806,62,intel,core i3,6,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus Vivobook Pro 15 M6500QF-HN521WS Laptop (Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),199166,60,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),106206,59,intel,core i3,2,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
apple,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),481366,56,apple,m2,8,8,SSD,512,NONE,apple,apple,15.3,2880,1864
infinix,Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),86286,57,intel,core i3,2,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
acer,Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),106206,57,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
dell,Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),190236,62,intel,core i5,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
acer,Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home),99566,59,intel,core i3,2,8,SSD,256,NONE,intel,integrated,14.0,1920,1080
hp,HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),165966,65,amd,ryzen 5,6,8,SSD,512,NONE,amd,dedicated,15.6,1920,1080
asus,Asus Vivobook 15 X1502ZA-EJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),187580,64,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook 15 M1502QA-EJ742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),189206,58,amd,ryzen 7,8,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
acer,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),202486,70,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer Aspire 5 14 A514-56GM 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),189206,67,intel,core i5,10,16,SSD,512,NONE,nvidia,dedicated,14.0,1920,1080
asus,ASUS TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),398366,80,amd,ryzen 9,8,16,SSD,1024,NONE,amd,dedicated,15.6,1920,1200
asus,Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),597566,77,intel,core i9,24,16,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
asus,Asus ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),630766,79,intel,core i9,24,16,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
asus,Asus ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),403343,78,intel,core i7,14,16,SSD,1024,NONE,nvidia,dedicated,16.0,1920,1200
asus,Asus Vivobook 15 X1502ZA-EJ532WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),158795,64,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP 15s-fr4001TU Laptop (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),174266,65,intel,core i5,4,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI Katana 15 B12UDXK-1005IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),225726,73,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),133430,59,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP 15-fd0013TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),205806,57,intel,core i5,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook 16X 2023 K3605VC-MB542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),298766,67,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,16.0,1920,1200
asus,Asus TUF Gaming F17 FX706HF-HX018W Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),184887,64,intel,core i5,6,8,SSD,512,NONE,nvidia,dedicated,17.3,1920,1080
hp,HP 15-eg3036TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),297106,69,intel,core i7,12,16,SSD,1024,NONE,intel,integrated,15.6,1920,1080
acer,Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),398366,75,intel,core i7,16,16,SSD,1024,NONE,nvidia,dedicated,16.0,1920,1200
msi,MSI Cyborg 15 A12UCX-264IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),217426,69,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP 15-fc0026AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),116166,54,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop (AMD Ryzen 7-5800H/ 16GB/ 512GB SSD/Win11),232366,70,amd,ryzen 7,8,16,SSD,512,NONE,amd,integrated,14.0,1920,1200
asus,Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),262246,65,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,2880,1620
asus,Asus Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11),351053,71,intel,core i9,14,16,SSD,1024,NONE,intel,integrated,15.6,2880,1620
asus,Asus Vivobook 15 2023 X1504VA-NJ324WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),142726,59,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
honor,Honor MagicBook X14 2023 FRI-F56 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),182566,66,intel,core i5,8,16,SSD,512,NONE,intel,integrated,14.0,1920,1200
lenovo,Lenovo E41-55 Laptop (Athlon Silver 3050U/ 8GB/ 256GB SSD/ Win11),73006,53,amd,other,2,8,SSD,256,NONE,amd,integrated,14.0,1920,1080
lenovo,Lenovo V15 G3 82TTA00VIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),110888,53,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),169286,67,amd,ryzen 5,6,8,SSD,512,NONE,amd,dedicated,15.6,1920,1080
dell,Dell Vostro 3425 M552321WIN9S Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),169286,68,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,14.0,1920,1080
msi,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),146046,62,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,14.0,1920,1080
acer,Acer Extensa 15 EX215-33 Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),92926,49,intel,core i3,8,8,SSD,256,NONE,intel,integrated,15.6,1920,1080
msi,MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),351886,79,intel,core i7,10,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP ProBook 445 G8 Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ Win11),156006,68,amd,ryzen 7,8,8,SSD,512,NONE,amd,integrated,14.0,1920,1080
acer,Acer Aspire 5 UN.K3JSI.004 Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),156006,67,intel,core i5,10,12,SSD,512,NONE,intel,integrated,15.6,1920,1080
